Dia: 1.8 m | Vel: 17.5 km/s | theta: 31.9 deg | Strength: 3.0e+05 Pa
Power (W)    Altitude (m)
4.1146e+08   8.4730e+04
4.1253e+08   8.4702e+04
4.1359e+08   8.4674e+04
4.1466e+08   8.4647e+04
4.1573e+08   8.4619e+04
4.1680e+08   8.4592e+04
4.1788e+08   8.4564e+04
4.1896e+08   8.4536e+04
4.2004e+08   8.4509e+04
4.2112e+08   8.4481e+04
4.2221e+08   8.4454e+04
4.2330e+08   8.4426e+04
4.2440e+08   8.4399e+04
4.2550e+08   8.4371e+04
4.2660e+08   8.4343e+04
4.2770e+08   8.4316e+04
4.2881e+08   8.4288e+04
4.2992e+08   8.4261e+04
4.3103e+08   8.4233e+04
4.3214e+08   8.4206e+04
4.3326e+08   8.4178e+04
4.3438e+08   8.4150e+04
4.3551e+08   8.4123e+04
4.3664e+08   8.4095e+04
4.3777e+08   8.4068e+04
4.3890e+08   8.4040e+04
4.4004e+08   8.4012e+04
4.4118e+08   8.3985e+04
4.4233e+08   8.3957e+04
4.4347e+08   8.3930e+04
4.4462e+08   8.3902e+04
4.4578e+08   8.3875e+04
4.4693e+08   8.3847e+04
4.4809e+08   8.3819e+04
4.4926e+08   8.3792e+04
4.5042e+08   8.3764e+04
4.5159e+08   8.3737e+04
4.5277e+08   8.3709e+04
4.5394e+08   8.3682e+04
4.5512e+08   8.3654e+04
4.5630e+08   8.3626e+04
4.5749e+08   8.3599e+04
4.5868e+08   8.3571e+04
4.5987e+08   8.3544e+04
4.6107e+08   8.3516e+04
4.6227e+08   8.3489e+04
4.6347e+08   8.3461e+04
4.6468e+08   8.3433e+04
4.6589e+08   8.3406e+04
4.6710e+08   8.3378e+04
4.6832e+08   8.3351e+04
4.6954e+08   8.3323e+04
4.7076e+08   8.3296e+04
4.7199e+08   8.3268e+04
4.7322e+08   8.3240e+04
4.7445e+08   8.3213e+04
4.7569e+08   8.3185e+04
4.7693e+08   8.3158e+04
4.7817e+08   8.3130e+04
4.7942e+08   8.3103e+04
4.8067e+08   8.3075e+04
4.8192e+08   8.3047e+04
4.8318e+08   8.3020e+04
4.8444e+08   8.2992e+04
4.8571e+08   8.2965e+04
4.8697e+08   8.2937e+04
4.8825e+08   8.2910e+04
4.8952e+08   8.2882e+04
4.9080e+08   8.2855e+04
4.9208e+08   8.2827e+04
4.9337e+08   8.2799e+04
4.9466e+08   8.2772e+04
4.9595e+08   8.2744e+04
4.9725e+08   8.2717e+04
4.9855e+08   8.2689e+04
4.9985e+08   8.2662e+04
5.0116e+08   8.2634e+04
5.0247e+08   8.2606e+04
5.0379e+08   8.2579e+04
5.0511e+08   8.2551e+04
5.0643e+08   8.2524e+04
5.0776e+08   8.2496e+04
5.0909e+08   8.2469e+04
5.1042e+08   8.2441e+04
5.1176e+08   8.2414e+04
5.1310e+08   8.2386e+04
5.1445e+08   8.2358e+04
5.1579e+08   8.2331e+04
5.1715e+08   8.2303e+04
5.1850e+08   8.2276e+04
5.1986e+08   8.2248e+04
5.2123e+08   8.2221e+04
5.2260e+08   8.2193e+04
5.2397e+08   8.2165e+04
5.2534e+08   8.2138e+04
5.2672e+08   8.2110e+04
5.2811e+08   8.2083e+04
5.2950e+08   8.2055e+04
5.3089e+08   8.2028e+04
5.3228e+08   8.2000e+04
5.3368e+08   8.1973e+04
5.3508e+08   8.1945e+04
5.3649e+08   8.1917e+04
5.3790e+08   8.1890e+04
5.3932e+08   8.1862e+04
5.4074e+08   8.1835e+04
5.4216e+08   8.1807e+04
5.4359e+08   8.1780e+04
5.4502e+08   8.1752e+04
5.4645e+08   8.1725e+04
5.4789e+08   8.1697e+04
5.4934e+08   8.1670e+04
5.5078e+08   8.1642e+04
5.5224e+08   8.1614e+04
5.5369e+08   8.1587e+04
5.5515e+08   8.1559e+04
5.5661e+08   8.1532e+04
5.5808e+08   8.1504e+04
5.5955e+08   8.1477e+04
5.6103e+08   8.1449e+04
5.6251e+08   8.1422e+04
5.6400e+08   8.1394e+04
5.6549e+08   8.1366e+04
5.6698e+08   8.1339e+04
5.6848e+08   8.1311e+04
5.6998e+08   8.1284e+04
5.7148e+08   8.1256e+04
5.7299e+08   8.1229e+04
5.7451e+08   8.1201e+04
5.7603e+08   8.1174e+04
5.7755e+08   8.1146e+04
5.7908e+08   8.1119e+04
5.8061e+08   8.1091e+04
5.8214e+08   8.1063e+04
5.8368e+08   8.1036e+04
5.8523e+08   8.1008e+04
5.8678e+08   8.0981e+04
5.8833e+08   8.0953e+04
5.8989e+08   8.0926e+04
5.9145e+08   8.0898e+04
5.9302e+08   8.0871e+04
5.9459e+08   8.0843e+04
5.9617e+08   8.0816e+04
5.9775e+08   8.0788e+04
5.9933e+08   8.0760e+04
6.0092e+08   8.0733e+04
6.0251e+08   8.0705e+04
6.0411e+08   8.0678e+04
6.0571e+08   8.0650e+04
6.0732e+08   8.0623e+04
6.0893e+08   8.0595e+04
6.1055e+08   8.0568e+04
6.1217e+08   8.0540e+04
6.1380e+08   8.0513e+04
6.1543e+08   8.0485e+04
6.1706e+08   8.0458e+04
