Dia: 1.3 m | Vel: 15.0 km/s | theta: 60.0 deg | Strength: 5.0e+05 Pa
Power (W)    Altitude (m)
4.4438e+08   7.4494e+04
4.4612e+08   7.4455e+04
4.4787e+08   7.4416e+04
4.4963e+08   7.4378e+04
4.5139e+08   7.4339e+04
4.5317e+08   7.4300e+04
4.5495e+08   7.4261e+04
4.5673e+08   7.4222e+04
4.5853e+08   7.4183e+04
4.6033e+08   7.4144e+04
4.6214e+08   7.4105e+04
4.6396e+08   7.4066e+04
4.6579e+08   7.4027e+04
4.6762e+08   7.3988e+04
4.6946e+08   7.3949e+04
4.7131e+08   7.3910e+04
4.7317e+08   7.3871e+04
4.7503e+08   7.3832e+04
4.7690e+08   7.3793e+04
4.7878e+08   7.3754e+04
4.8067e+08   7.3715e+04
4.8257e+08   7.3677e+04
4.8447e+08   7.3638e+04
4.8638e+08   7.3599e+04
4.8830e+08   7.3560e+04
4.9023e+08   7.3521e+04
4.9217e+08   7.3482e+04
4.9411e+08   7.3443e+04
4.9607e+08   7.3404e+04
4.9803e+08   7.3365e+04
5.0000e+08   7.3326e+04
5.0197e+08   7.3287e+04
5.0396e+08   7.3248e+04
5.0595e+08   7.3209e+04
5.0796e+08   7.3170e+04
5.0997e+08   7.3131e+04
5.1199e+08   7.3092e+04
5.1402e+08   7.3053e+04
5.1605e+08   7.3014e+04
5.1810e+08   7.2976e+04
5.2015e+08   7.2937e+04
5.2222e+08   7.2898e+04
5.2429e+08   7.2859e+04
5.2637e+08   7.2820e+04
5.2846e+08   7.2781e+04
5.3056e+08   7.2742e+04
5.3267e+08   7.2703e+04
5.3478e+08   7.2664e+04
5.3691e+08   7.2625e+04
5.3904e+08   7.2586e+04
5.4118e+08   7.2547e+04
5.4334e+08   7.2508e+04
5.4550e+08   7.2469e+04
5.4767e+08   7.2430e+04
5.4985e+08   7.2391e+04
5.5204e+08   7.2352e+04
5.5424e+08   7.2314e+04
5.5644e+08   7.2275e+04
5.5866e+08   7.2236e+04
5.6089e+08   7.2197e+04
5.6313e+08   7.2158e+04
5.6537e+08   7.2119e+04
5.6763e+08   7.2080e+04
5.6989e+08   7.2041e+04
5.7217e+08   7.2002e+04
5.7445e+08   7.1963e+04
5.7675e+08   7.1924e+04
5.7905e+08   7.1885e+04
5.8136e+08   7.1846e+04
5.8369e+08   7.1807e+04
5.8602e+08   7.1768e+04
5.8836e+08   7.1729e+04
5.9072e+08   7.1690e+04
5.9308e+08   7.1652e+04
5.9545e+08   7.1613e+04
5.9784e+08   7.1574e+04
6.0023e+08   7.1535e+04
6.0264e+08   7.1496e+04
6.0505e+08   7.1457e+04
6.0748e+08   7.1418e+04
6.0991e+08   7.1379e+04
6.1236e+08   7.1340e+04
6.1481e+08   7.1301e+04
6.1728e+08   7.1262e+04
6.1976e+08   7.1223e+04
6.2224e+08   7.1184e+04
6.2474e+08   7.1145e+04
6.2725e+08   7.1106e+04
6.2977e+08   7.1067e+04
6.3230e+08   7.1028e+04
6.3485e+08   7.0990e+04
6.3740e+08   7.0951e+04
6.3996e+08   7.0912e+04
6.4254e+08   7.0873e+04
6.4512e+08   7.0834e+04
6.4772e+08   7.0795e+04
6.5033e+08   7.0756e+04
6.5294e+08   7.0717e+04
6.5558e+08   7.0678e+04
6.5822e+08   7.0639e+04
6.6087e+08   7.0600e+04
6.6353e+08   7.0561e+04
6.6621e+08   7.0522e+04
6.6890e+08   7.0483e+04
6.7160e+08   7.0444e+04
6.7431e+08   7.0405e+04
6.7703e+08   7.0367e+04
6.7976e+08   7.0328e+04
6.8251e+08   7.0289e+04
6.8527e+08   7.0250e+04
6.8804e+08   7.0211e+04
6.9082e+08   7.0172e+04
6.9361e+08   7.0133e+04
6.9642e+08   7.0094e+04
6.9923e+08   7.0055e+04
7.0206e+08   7.0016e+04
7.0490e+08   6.9977e+04
7.0776e+08   6.9938e+04
7.1062e+08   6.9899e+04
7.1350e+08   6.9860e+04
7.1639e+08   6.9821e+04
7.1930e+08   6.9782e+04
7.2221e+08   6.9744e+04
7.2514e+08   6.9705e+04
7.2808e+08   6.9666e+04
7.3104e+08   6.9627e+04
7.3401e+08   6.9588e+04
7.3699e+08   6.9549e+04
7.3998e+08   6.9510e+04
7.4298e+08   6.9471e+04
7.4600e+08   6.9432e+04
7.4903e+08   6.9393e+04
7.5208e+08   6.9354e+04
7.5514e+08   6.9315e+04
7.5821e+08   6.9276e+04
7.6129e+08   6.9237e+04
7.6439e+08   6.9198e+04
7.6750e+08   6.9159e+04
7.7063e+08   6.9121e+04
7.7376e+08   6.9082e+04
7.7692e+08   6.9043e+04
7.8008e+08   6.9004e+04
7.8326e+08   6.8965e+04
7.8645e+08   6.8926e+04
7.8966e+08   6.8887e+04
7.9288e+08   6.8848e+04
7.9612e+08   6.8809e+04
7.9937e+08   6.8770e+04
8.0263e+08   6.8731e+04
8.0591e+08   6.8692e+04
8.0920e+08   6.8653e+04
8.1250e+08   6.8614e+04
8.1582e+08   6.8575e+04
8.1916e+08   6.8537e+04
8.2251e+08   6.8498e+04
8.2587e+08   6.8459e+04
8.2925e+08   6.8420e+04
8.3264e+08   6.8381e+04
8.3605e+08   6.8342e+04
8.3947e+08   6.8303e+04
8.4291e+08   6.8264e+04
8.4636e+08   6.8225e+04
8.4983e+08   6.8186e+04
8.5331e+08   6.8147e+04
8.5681e+08   6.8108e+04
8.6032e+08   6.8069e+04
8.6385e+08   6.8030e+04
8.6739e+08   6.7991e+04
8.7095e+08   6.7953e+04
8.7453e+08   6.7914e+04
8.7812e+08   6.7875e+04
8.8172e+08   6.7836e+04
8.8534e+08   6.7797e+04
8.8898e+08   6.7758e+04
8.9263e+08   6.7719e+04
8.9630e+08   6.7680e+04
8.9999e+08   6.7641e+04
9.0369e+08   6.7602e+04
9.0740e+08   6.7563e+04
9.1114e+08   6.7524e+04
9.1489e+08   6.7485e+04
9.1865e+08   6.7446e+04
9.2244e+08   6.7407e+04
9.2624e+08   6.7369e+04
9.3005e+08   6.7330e+04
9.3388e+08   6.7291e+04
9.3773e+08   6.7252e+04
9.4160e+08   6.7213e+04
9.4548e+08   6.7174e+04
9.4938e+08   6.7135e+04
9.5330e+08   6.7096e+04
9.5723e+08   6.7057e+04
9.6119e+08   6.7018e+04
9.6515e+08   6.6979e+04
9.6914e+08   6.6940e+04
9.7314e+08   6.6901e+04
9.7717e+08   6.6862e+04
9.8120e+08   6.6823e+04
9.8526e+08   6.6785e+04
9.8933e+08   6.6746e+04
9.9343e+08   6.6707e+04
9.9754e+08   6.6668e+04
1.0017e+09   6.6629e+04
1.0058e+09   6.6590e+04
1.0100e+09   6.6551e+04
1.0142e+09   6.6512e+04
1.0184e+09   6.6473e+04
1.0226e+09   6.6434e+04
1.0268e+09   6.6395e+04
1.0311e+09   6.6356e+04
1.0353e+09   6.6317e+04
1.0396e+09   6.6278e+04
1.0440e+09   6.6240e+04
1.0483e+09   6.6201e+04
1.0526e+09   6.6162e+04
1.0570e+09   6.6123e+04
1.0614e+09   6.6084e+04
1.0658e+09   6.6045e+04
1.0702e+09   6.6006e+04
1.0747e+09   6.5967e+04
1.0791e+09   6.5928e+04
1.0836e+09   6.5889e+04
1.0881e+09   6.5850e+04
1.0927e+09   6.5811e+04
1.0972e+09   6.5772e+04
1.1018e+09   6.5733e+04
1.1064e+09   6.5695e+04
1.1110e+09   6.5656e+04
1.1156e+09   6.5617e+04
1.1202e+09   6.5578e+04
1.1249e+09   6.5539e+04
1.1296e+09   6.5500e+04
1.1343e+09   6.5461e+04
1.1390e+09   6.5422e+04
1.1438e+09   6.5383e+04
1.1486e+09   6.5344e+04
1.1533e+09   6.5305e+04
1.1582e+09   6.5266e+04
1.1630e+09   6.5227e+04
1.1678e+09   6.5188e+04
1.1727e+09   6.5150e+04
1.1776e+09   6.5111e+04
1.1825e+09   6.5072e+04
1.1875e+09   6.5033e+04
1.1925e+09   6.4994e+04
1.1974e+09   6.4955e+04
1.2024e+09   6.4916e+04
1.2075e+09   6.4877e+04
1.2125e+09   6.4838e+04
1.2176e+09   6.4799e+04
1.2227e+09   6.4760e+04
1.2278e+09   6.4721e+04
1.2330e+09   6.4682e+04
1.2381e+09   6.4644e+04
1.2433e+09   6.4605e+04
1.2485e+09   6.4566e+04
1.2538e+09   6.4527e+04
1.2590e+09   6.4488e+04
1.2643e+09   6.4449e+04
1.2696e+09   6.4410e+04
1.2749e+09   6.4371e+04
1.2803e+09   6.4332e+04
1.2856e+09   6.4293e+04
1.2910e+09   6.4254e+04
1.2965e+09   6.4215e+04
1.3019e+09   6.4176e+04
1.3074e+09   6.4137e+04
1.3129e+09   6.4099e+04
1.3184e+09   6.4060e+04
1.3239e+09   6.4021e+04
1.3295e+09   6.3982e+04
1.3351e+09   6.3943e+04
1.3407e+09   6.3904e+04
1.3463e+09   6.3865e+04
1.3520e+09   6.3826e+04
1.3577e+09   6.3787e+04
1.3634e+09   6.3748e+04
1.3692e+09   6.3709e+04
1.3749e+09   6.3670e+04
1.3807e+09   6.3631e+04
1.3865e+09   6.3593e+04
1.3924e+09   6.3554e+04
1.3982e+09   6.3515e+04
1.4041e+09   6.3476e+04
1.4101e+09   6.3437e+04
1.4160e+09   6.3398e+04
1.4220e+09   6.3359e+04
1.4280e+09   6.3320e+04
1.4340e+09   6.3281e+04
1.4401e+09   6.3242e+04
1.4462e+09   6.3203e+04
1.4523e+09   6.3164e+04
1.4584e+09   6.3125e+04
1.4646e+09   6.3087e+04
1.4708e+09   6.3048e+04
1.4770e+09   6.3009e+04
1.4832e+09   6.2970e+04
1.4895e+09   6.2931e+04
1.4958e+09   6.2892e+04
1.5021e+09   6.2853e+04
1.5085e+09   6.2814e+04
1.5149e+09   6.2775e+04
1.5213e+09   6.2736e+04
1.5277e+09   6.2697e+04
1.5342e+09   6.2658e+04
1.5407e+09   6.2620e+04
1.5472e+09   6.2581e+04
1.5538e+09   6.2542e+04
1.5603e+09   6.2503e+04
1.5670e+09   6.2464e+04
1.5736e+09   6.2425e+04
1.5803e+09   6.2386e+04
1.5870e+09   6.2347e+04
1.5937e+09   6.2308e+04
1.6005e+09   6.2269e+04
1.6073e+09   6.2230e+04
1.6141e+09   6.2191e+04
1.6210e+09   6.2152e+04
1.6278e+09   6.2114e+04
1.6348e+09   6.2075e+04
1.6417e+09   6.2036e+04
1.6487e+09   6.1997e+04
1.6557e+09   6.1958e+04
1.6627e+09   6.1919e+04
1.6698e+09   6.1880e+04
1.6769e+09   6.1841e+04
1.6840e+09   6.1802e+04
1.6912e+09   6.1763e+04
1.6984e+09   6.1724e+04
1.7056e+09   6.1685e+04
1.7129e+09   6.1647e+04
1.7202e+09   6.1608e+04
1.7275e+09   6.1569e+04
1.7348e+09   6.1530e+04
1.7422e+09   6.1491e+04
1.7497e+09   6.1452e+04
1.7571e+09   6.1413e+04
1.7646e+09   6.1374e+04
1.7721e+09   6.1335e+04
1.7797e+09   6.1296e+04
1.7873e+09   6.1257e+04
1.7949e+09   6.1218e+04
1.8026e+09   6.1180e+04
