Dia: 32.0 m | Vel: 20.0 km/s | theta: 45.0 deg | Strength: 1.0e+05 Pa
Power (W)    Altitude (m)
2.1305e+11   9.9958e+04
2.1381e+11   9.9915e+04
2.1458e+11   9.9873e+04
2.1534e+11   9.9830e+04
2.1611e+11   9.9788e+04
2.1689e+11   9.9745e+04
2.1766e+11   9.9703e+04
2.1844e+11   9.9661e+04
2.1922e+11   9.9618e+04
2.2001e+11   9.9576e+04
2.2080e+11   9.9533e+04
2.2159e+11   9.9491e+04
2.2238e+11   9.9448e+04
2.2318e+11   9.9406e+04
2.2398e+11   9.9364e+04
2.2478e+11   9.9321e+04
2.2559e+11   9.9279e+04
2.2640e+11   9.9236e+04
2.2721e+11   9.9194e+04
2.2802e+11   9.9152e+04
2.2884e+11   9.9109e+04
2.2967e+11   9.9067e+04
2.3049e+11   9.9024e+04
2.3132e+11   9.8982e+04
2.3215e+11   9.8939e+04
2.3299e+11   9.8897e+04
2.3382e+11   9.8855e+04
2.3466e+11   9.8812e+04
2.3551e+11   9.8770e+04
2.3636e+11   9.8727e+04
2.3721e+11   9.8685e+04
2.3806e+11   9.8642e+04
2.3892e+11   9.8600e+04
2.3978e+11   9.8558e+04
2.4065e+11   9.8515e+04
2.4151e+11   9.8473e+04
2.4239e+11   9.8430e+04
2.4326e+11   9.8388e+04
2.4414e+11   9.8346e+04
2.4502e+11   9.8303e+04
2.4590e+11   9.8261e+04
2.4679e+11   9.8218e+04
2.4768e+11   9.8176e+04
2.4858e+11   9.8133e+04
2.4948e+11   9.8091e+04
2.5038e+11   9.8049e+04
2.5129e+11   9.8006e+04
2.5220e+11   9.7964e+04
2.5311e+11   9.7921e+04
2.5402e+11   9.7879e+04
2.5494e+11   9.7837e+04
2.5587e+11   9.7794e+04
2.5680e+11   9.7752e+04
2.5773e+11   9.7709e+04
2.5866e+11   9.7667e+04
2.5960e+11   9.7625e+04
2.6054e+11   9.7582e+04
2.6149e+11   9.7540e+04
2.6244e+11   9.7497e+04
2.6339e+11   9.7455e+04
2.6434e+11   9.7412e+04
2.6531e+11   9.7370e+04
2.6627e+11   9.7328e+04
2.6724e+11   9.7285e+04
2.6821e+11   9.7243e+04
2.6918e+11   9.7200e+04
2.7016e+11   9.7158e+04
2.7115e+11   9.7116e+04
2.7213e+11   9.7073e+04
2.7312e+11   9.7031e+04
2.7412e+11   9.6988e+04
2.7512e+11   9.6946e+04
2.7612e+11   9.6904e+04
2.7713e+11   9.6861e+04
2.7814e+11   9.6819e+04
2.7915e+11   9.6776e+04
2.8017e+11   9.6734e+04
2.8119e+11   9.6692e+04
2.8222e+11   9.6649e+04
2.8325e+11   9.6607e+04
2.8429e+11   9.6564e+04
2.8532e+11   9.6522e+04
2.8637e+11   9.6479e+04
2.8741e+11   9.6437e+04
2.8847e+11   9.6395e+04
2.8952e+11   9.6352e+04
2.9058e+11   9.6310e+04
2.9164e+11   9.6267e+04
2.9271e+11   9.6225e+04
2.9378e+11   9.6183e+04
2.9486e+11   9.6140e+04
2.9594e+11   9.6098e+04
2.9703e+11   9.6055e+04
2.9811e+11   9.6013e+04
2.9921e+11   9.5971e+04
3.0031e+11   9.5928e+04
3.0141e+11   9.5886e+04
3.0251e+11   9.5843e+04
3.0363e+11   9.5801e+04
3.0474e+11   9.5759e+04
3.0586e+11   9.5716e+04
3.0698e+11   9.5674e+04
3.0811e+11   9.5631e+04
3.0925e+11   9.5589e+04
3.1038e+11   9.5547e+04
3.1153e+11   9.5504e+04
3.1267e+11   9.5462e+04
3.1382e+11   9.5419e+04
3.1498e+11   9.5377e+04
3.1614e+11   9.5335e+04
3.1730e+11   9.5292e+04
3.1847e+11   9.5250e+04
3.1965e+11   9.5207e+04
3.2083e+11   9.5165e+04
3.2201e+11   9.5123e+04
3.2320e+11   9.5080e+04
3.2439e+11   9.5038e+04
3.2559e+11   9.4995e+04
3.2679e+11   9.4953e+04
3.2800e+11   9.4911e+04
3.2921e+11   9.4868e+04
3.3043e+11   9.4826e+04
3.3165e+11   9.4783e+04
3.3288e+11   9.4741e+04
3.3411e+11   9.4699e+04
3.3534e+11   9.4656e+04
3.3659e+11   9.4614e+04
3.3783e+11   9.4572e+04
3.3908e+11   9.4529e+04
3.4034e+11   9.4487e+04
3.4160e+11   9.4444e+04
3.4287e+11   9.4402e+04
3.4414e+11   9.4360e+04
3.4542e+11   9.4317e+04
3.4670e+11   9.4275e+04
3.4798e+11   9.4232e+04
3.4928e+11   9.4190e+04
3.5057e+11   9.4148e+04
3.5188e+11   9.4105e+04
3.5318e+11   9.4063e+04
3.5450e+11   9.4020e+04
3.5581e+11   9.3978e+04
3.5714e+11   9.3936e+04
3.5847e+11   9.3893e+04
3.5980e+11   9.3851e+04
3.6114e+11   9.3808e+04
3.6248e+11   9.3766e+04
3.6383e+11   9.3724e+04
3.6519e+11   9.3681e+04
3.6655e+11   9.3639e+04
3.6792e+11   9.3597e+04
3.6929e+11   9.3554e+04
3.7067e+11   9.3512e+04
3.7205e+11   9.3469e+04
3.7344e+11   9.3427e+04
3.7483e+11   9.3385e+04
3.7623e+11   9.3342e+04
3.7764e+11   9.3300e+04
3.7905e+11   9.3257e+04
3.8047e+11   9.3215e+04
3.8189e+11   9.3173e+04
3.8332e+11   9.3130e+04
3.8475e+11   9.3088e+04
3.8619e+11   9.3046e+04
3.8764e+11   9.3003e+04
3.8909e+11   9.2961e+04
3.9055e+11   9.2918e+04
3.9201e+11   9.2876e+04
3.9348e+11   9.2834e+04
3.9495e+11   9.2791e+04
3.9644e+11   9.2749e+04
3.9792e+11   9.2706e+04
3.9942e+11   9.2664e+04
4.0091e+11   9.2622e+04
4.0242e+11   9.2579e+04
4.0393e+11   9.2537e+04
4.0545e+11   9.2495e+04
4.0697e+11   9.2452e+04
4.0850e+11   9.2410e+04
4.1004e+11   9.2367e+04
4.1158e+11   9.2325e+04
4.1313e+11   9.2283e+04
4.1468e+11   9.2240e+04
4.1624e+11   9.2198e+04
4.1781e+11   9.2156e+04
4.1939e+11   9.2113e+04
4.2097e+11   9.2071e+04
4.2255e+11   9.2028e+04
4.2415e+11   9.1986e+04
4.2575e+11   9.1944e+04
4.2735e+11   9.1901e+04
4.2896e+11   9.1859e+04
4.3058e+11   9.1816e+04
4.3221e+11   9.1774e+04
4.3384e+11   9.1732e+04
4.3548e+11   9.1689e+04
4.3713e+11   9.1647e+04
4.3878e+11   9.1605e+04
4.4044e+11   9.1562e+04
4.4210e+11   9.1520e+04
4.4378e+11   9.1477e+04
4.4546e+11   9.1435e+04
4.4714e+11   9.1393e+04
4.4884e+11   9.1350e+04
4.5054e+11   9.1308e+04
4.5224e+11   9.1266e+04
4.5396e+11   9.1223e+04
4.5568e+11   9.1181e+04
4.5741e+11   9.1138e+04
4.5914e+11   9.1096e+04
4.6088e+11   9.1054e+04
4.6263e+11   9.1011e+04
4.6439e+11   9.0969e+04
4.6615e+11   9.0927e+04
4.6793e+11   9.0884e+04
4.6970e+11   9.0842e+04
4.7149e+11   9.0800e+04
4.7328e+11   9.0757e+04
4.7508e+11   9.0715e+04
4.7689e+11   9.0672e+04
4.7871e+11   9.0630e+04
4.8053e+11   9.0588e+04
4.8236e+11   9.0545e+04
4.8420e+11   9.0503e+04
4.8604e+11   9.0461e+04
4.8789e+11   9.0418e+04
