Dia: 1.2 m | Vel: 21.2 km/s | theta: 25.0 deg | Strength: 2.0e+05 Pa
Power (W)    Altitude (m)
2.2645e+09   7.7316e+04
2.2702e+09   7.7289e+04
2.2760e+09   7.7262e+04
2.2817e+09   7.7236e+04
2.2875e+09   7.7209e+04
2.2933e+09   7.7182e+04
2.2991e+09   7.7156e+04
2.3049e+09   7.7129e+04
2.3108e+09   7.7103e+04
2.3166e+09   7.7076e+04
2.3225e+09   7.7049e+04
2.3284e+09   7.7023e+04
2.3343e+09   7.6996e+04
2.3402e+09   7.6969e+04
2.3461e+09   7.6943e+04
2.3521e+09   7.6916e+04
2.3580e+09   7.6889e+04
2.3640e+09   7.6863e+04
2.3700e+09   7.6836e+04
2.3760e+09   7.6810e+04
2.3820e+09   7.6783e+04
2.3880e+09   7.6756e+04
2.3941e+09   7.6730e+04
2.4002e+09   7.6703e+04
2.4063e+09   7.6676e+04
2.4124e+09   7.6650e+04
2.4185e+09   7.6623e+04
2.4246e+09   7.6596e+04
2.4308e+09   7.6570e+04
2.4369e+09   7.6543e+04
2.4431e+09   7.6517e+04
2.4493e+09   7.6490e+04
2.4555e+09   7.6463e+04
2.4617e+09   7.6437e+04
2.4680e+09   7.6410e+04
2.4742e+09   7.6383e+04
2.4805e+09   7.6357e+04
2.4868e+09   7.6330e+04
2.4931e+09   7.6304e+04
2.4995e+09   7.6277e+04
2.5058e+09   7.6250e+04
2.5122e+09   7.6224e+04
2.5185e+09   7.6197e+04
2.5249e+09   7.6171e+04
2.5313e+09   7.6144e+04
2.5378e+09   7.6117e+04
2.5442e+09   7.6091e+04
2.5507e+09   7.6064e+04
2.5571e+09   7.6037e+04
2.5636e+09   7.6011e+04
2.5701e+09   7.5984e+04
2.5767e+09   7.5958e+04
2.5832e+09   7.5931e+04
2.5898e+09   7.5904e+04
2.5964e+09   7.5878e+04
2.6030e+09   7.5851e+04
2.6096e+09   7.5825e+04
2.6162e+09   7.5798e+04
2.6228e+09   7.5771e+04
2.6295e+09   7.5745e+04
2.6362e+09   7.5718e+04
2.6429e+09   7.5691e+04
2.6496e+09   7.5665e+04
2.6563e+09   7.5638e+04
2.6631e+09   7.5612e+04
2.6699e+09   7.5585e+04
2.6766e+09   7.5558e+04
2.6835e+09   7.5532e+04
2.6903e+09   7.5505e+04
2.6971e+09   7.5479e+04
2.7040e+09   7.5452e+04
2.7108e+09   7.5425e+04
2.7177e+09   7.5399e+04
2.7247e+09   7.5372e+04
2.7316e+09   7.5346e+04
2.7385e+09   7.5319e+04
2.7455e+09   7.5292e+04
2.7525e+09   7.5266e+04
2.7595e+09   7.5239e+04
2.7665e+09   7.5213e+04
2.7735e+09   7.5186e+04
2.7806e+09   7.5159e+04
2.7877e+09   7.5133e+04
2.7948e+09   7.5106e+04
2.8019e+09   7.5080e+04
2.8090e+09   7.5053e+04
2.8161e+09   7.5026e+04
2.8233e+09   7.5000e+04
2.8305e+09   7.4973e+04
2.8377e+09   7.4947e+04
2.8449e+09   7.4920e+04
2.8522e+09   7.4893e+04
2.8594e+09   7.4867e+04
2.8667e+09   7.4840e+04
2.8740e+09   7.4814e+04
2.8813e+09   7.4787e+04
2.8887e+09   7.4760e+04
2.8960e+09   7.4734e+04
2.9034e+09   7.4707e+04
2.9108e+09   7.4681e+04
2.9182e+09   7.4654e+04
2.9256e+09   7.4627e+04
2.9331e+09   7.4601e+04
2.9405e+09   7.4574e+04
2.9480e+09   7.4548e+04
2.9555e+09   7.4521e+04
2.9631e+09   7.4495e+04
2.9706e+09   7.4468e+04
