time_seconds,energy
1773734090.484,8.850779614758193e-16
1773734090.599,9.850659657344532e-16
1773734090.601,7.850899572171854e-16
1773734090.607,9.850659657344532e-16
1773734090.672,1.085053969993087e-15
1773734090.674,1.085053969993087e-15
1773734090.676,6.851019529585515e-16
1773734090.712,1.085053969993087e-15
1773734090.714,1.2850298726312364e-15
1773734090.716,1.1850418683726025e-15
1773734090.718,1.2850298726312364e-15
1773734090.72,1.4850058811485042e-15
1773734090.722,1.784969893924406e-15
1773734090.724,2.0849339067003075e-15
1773734090.726,1.8849578981830397e-15
1773734090.728,2.1849219109589414e-15
1773734090.73,1.784969893924406e-15
1773734090.732,1.4850058811485042e-15
1773734090.734,1.684981889665772e-15
1773734090.736,1.9849459024416736e-15
1773734090.738,2.0849339067003075e-15
1773734090.74,2.1849219109589414e-15
1773734090.742,2.484885923734843e-15
1773734090.744,2.484885923734843e-15
1773734090.746,2.0849339067003075e-15
1773734090.748,2.584873927993477e-15
1773734090.75,2.9848259450280124e-15
1773734090.752,2.584873927993477e-15
1773734090.754,2.584873927993477e-15
1773734090.756,2.2849099152175752e-15
1773734090.758,2.484885923734843e-15
1773734090.76,2.2849099152175752e-15
1773734090.762,1.784969893924406e-15
1773734090.764,1.684981889665772e-15
1773734090.766,1.784969893924406e-15
1773734090.768,1.684981889665772e-15
1773734090.77,2.1849219109589414e-15
1773734090.772,1.8849578981830397e-15
1773734090.774,2.0849339067003075e-15
1773734090.776,1.8849578981830397e-15
1773734090.778,1.8849578981830397e-15
1773734090.78,2.384897919476209e-15
1773734090.782,1.784969893924406e-15
1773734090.784,1.8849578981830397e-15
1773734090.786,1.584993885407138e-15
1773734090.788,1.9849459024416736e-15
1773734090.79,1.784969893924406e-15
1773734090.791,1.584993885407138e-15
1773734090.794,1.4850058811485042e-15
1773734090.796,1.2850298726312364e-15
1773734090.798,1.584993885407138e-15
1773734090.799,1.4850058811485042e-15
1773734090.801,9.850659657344532e-16
1773734090.804,8.850779614758193e-16
1773734090.807,1.085053969993087e-15
1773734090.809,1.784969893924406e-15
1773734090.812,1.684981889665772e-15
1773734090.814,1.1850418683726025e-15
1773734090.815,7.850899572171854e-16
1773734090.835,1.085053969993087e-15
1773734090.837,1.1850418683726025e-15
1773734090.84,1.3850178768898703e-15
1773734090.841,9.850659657344532e-16
1773734090.843,1.085053969993087e-15
1773734090.845,9.850659657344532e-16
1773734090.847,1.4850058811485042e-15
1773734090.849,1.584993885407138e-15
1773734090.851,1.4850058811485042e-15
1773734090.853,1.1850418683726025e-15
1773734090.855,1.1850418683726025e-15
1773734090.857,1.1850418683726025e-15
1773734090.859,9.850659657344532e-16
1773734090.907,1.3850178768898703e-15
1773734090.909,7.850899572171854e-16
