time_seconds,energy
1773661841.958,8.850779614758193e-16
1773661841.96,1.2850298726312364e-15
1773661841.961,1.085053969993087e-15
1773661841.963,1.2850298726312364e-15
1773661841.965,1.2850298726312364e-15
1773661841.968,1.3850178768898703e-15
1773661841.969,1.684981889665772e-15
1773661841.971,1.9849459024416736e-15
1773661841.973,1.684981889665772e-15
1773661841.976,1.584993885407138e-15
1773661841.977,1.684981889665772e-15
1773661841.979,2.1849219109589414e-15
1773661841.981,1.8849578981830397e-15
1773661841.983,1.9849459024416736e-15
1773661841.985,1.8849578981830397e-15
1773661841.987,2.6848619322521108e-15
1773661841.989,2.7848499365107447e-15
1773661841.991,2.584873927993477e-15
1773661841.993,2.584873927993477e-15
1773661841.995,2.6848619322521108e-15
1773661841.997,2.484885923734843e-15
1773661841.999,2.6848619322521108e-15
1773661842.001,1.784969893924406e-15
1773661842.003,1.9849459024416736e-15
1773661842.005,1.684981889665772e-15
1773661842.007,1.9849459024416736e-15
1773661842.009,2.2849099152175752e-15
1773661842.011,2.8848379407693785e-15
1773661842.013,2.7848499365107447e-15
1773661842.015,3.18480195354528e-15
1773661842.017,3.18480195354528e-15
1773661842.019,3.18480195354528e-15
1773661842.021,3.584753970579816e-15
1773661842.023,3.7847299790970835e-15
1773661842.025,3.7847299790970835e-15
1773661842.027,4.0846935683565115e-15
1773661842.029,3.884717559839244e-15
1773661842.031,3.584753970579816e-15
1773661842.033,4.0846935683565115e-15
1773661842.035,3.984705564097878e-15
1773661842.037,3.884717559839244e-15
1773661842.039,3.584753970579816e-15
1773661842.041,3.7847299790970835e-15
1773661842.043,3.18480195354528e-15
1773661842.045,3.0848139492866463e-15
1773661842.047,2.584873927993477e-15
1773661842.049,2.0849339067003075e-15
1773661842.051,1.584993885407138e-15
1773661842.053,1.3850178768898703e-15
1773661842.055,1.2850298726312364e-15
1773661842.057,1.1850418683726025e-15
1773661842.059,1.085053969993087e-15
1773661842.061,9.850659657344532e-16
