time_seconds,energy
1773752201.831,1.9706152399982801e-13
1773752201.832,1.9726150509054297e-13
1773752201.835,1.9606164565130757e-13
1773752201.837,1.9706152399982801e-13
1773752201.839,1.9666157537092527e-13
1773752201.841,1.9566169702240482e-13
1773752201.842,1.953617253863324e-13
1773752201.845,1.9386190786355173e-13
1773752201.847,1.9206211870469864e-13
1773752201.849,1.916621700757959e-13
1773752201.85,1.8986239446946995e-13
1773752201.852,1.877626472270716e-13
1773752201.855,1.8626281615176377e-13
1773752201.857,1.8506297026505553e-13
1773752201.858,1.8246327029586978e-13
1773752201.86,1.804635135988289e-13
1773752201.863,1.802635460606411e-13
1773752201.865,1.8006356496992615e-13
1773752201.866,1.790636866214057e-13
1773752201.868,1.7856374744714548e-13
1773752201.87,1.7706392992436482e-13
1773752201.873,1.7706392992436482e-13
1773752201.874,1.75564098849057e-13
1773752201.876,1.7506415967479677e-13
1773752201.878,1.7246447325813818e-13
1773752201.88,1.7196453408387796e-13
1773752201.882,1.7076467464464257e-13
1773752201.884,1.6876491794760168e-13
1773752201.886,1.6736509097017849e-13
1773752201.888,1.6526534372778012e-13
1773752201.89,1.6286562484930933e-13
1773752201.892,1.6216571813686131e-13
1773752201.894,1.6006597089446295e-13
1773752201.896,1.580662006448949e-13
1773752201.898,1.5766625201599216e-13
1773752201.9,1.5466661697043083e-13
1773752201.902,1.5406668725081313e-13
1773752201.904,1.5266686027338994e-13
1773752201.906,1.5036713194027662e-13
1773752201.908,1.480674036071633e-13
1773752201.91,1.4716751580400034e-13
1773752201.912,1.4626762800083737e-13
1773752201.914,1.4466781993269923e-13
1773752201.916,1.3666877959200852e-13
1773752201.918,1.406682929860903e-13
1773752201.92,1.398683957282848e-13
1773752201.922,1.3726869575909906e-13
1773752201.924,1.3466900934244047e-13
1773752201.926,1.3426906071353772e-13
1773752201.928,1.323692945618543e-13
1773752201.93,1.3036952431228627e-13
1773752201.932,1.2956962705448077e-13
1773752201.934,1.2906968788022055e-13
1773752201.936,1.2716990817600998e-13
1773752201.938,1.2666996900174976e-13
1773752201.94,1.2597006228930174e-13
1773752201.942,1.251701514789691e-13
1773752201.944,1.2467021230470887e-13
1773752201.946,1.2367033395618843e-13
1773752201.948,1.2207052588805029e-13
1773752201.95,1.214705961684326e-13
1773752201.952,1.2107064753952984e-13
1773752201.954,1.1917086783531927e-13
1773752201.956,1.194708394713917e-13
1773752201.958,1.1877091920641653e-13
1773752201.96,1.1677116250937564e-13
1773752201.962,1.1657118141866069e-13
1773752201.964,1.151713544412375e-13
1773752201.966,1.1397150855452925e-13
1773752201.968,1.1337157883491156e-13
1773752201.97,1.1347156260400545e-13
1773752201.972,1.1357155314936293e-13
1773752201.974,1.1207173562658226e-13
1773752201.976,1.1217171939567616e-13
1773752201.978,1.1097186673270434e-13
1773752201.98,1.1097186673270434e-13
1773752201.982,1.106719018728955e-13
1773752201.984,1.094720424336601e-13
1773752201.986,1.0797222491087943e-13
1773752201.988,1.0637241684274129e-13
1773752201.99,1.056725033540297e-13
1773752201.992,1.0237289667239594e-13
1773752201.993,1.0267286153220478e-13
1773752201.996,1.0127302777851802e-13
1773752201.998,1.0077308860425779e-13
1773752202.0,1.001731588846401e-13
1773752202.001,9.957323594128598e-14
1773752202.004,9.88733156763108e-14
1773752202.006,9.957323594128598e-14
1773752202.008,9.87733319072169e-14
1773752202.009,9.757347246798151e-14
1773752202.011,9.737349815353014e-14
1773752202.014,9.617363871429474e-14
1773752202.016,9.557371577094062e-14
1773752202.018,9.547372522558314e-14
1773752202.019,9.417388201725385e-14
1773752202.021,9.417388201725385e-14
