time_seconds,energy
1773661841.923,6.851019529585515e-16
1773661841.924,8.850779614758193e-16
1773661841.927,1.085053969993087e-15
1773661841.929,8.850779614758193e-16
1773661841.931,8.850779614758193e-16
1773661841.932,7.850899572171854e-16
1773661841.934,9.850659657344532e-16
1773661841.937,7.850899572171854e-16
1773661841.939,1.085053969993087e-15
1773661841.94,1.085053969993087e-15
1773661841.942,9.850659657344532e-16
1773661841.944,8.850779614758193e-16
1773661841.947,7.850899572171854e-16
1773661841.948,9.850659657344532e-16
1773661841.95,1.1850418683726025e-15
1773661841.952,9.850659657344532e-16
1773661841.955,7.850899572171854e-16
1773661841.956,8.850779614758193e-16
1773661841.958,8.850779614758193e-16
1773661841.96,8.850779614758193e-16
1773661841.962,7.850899572171854e-16
1773661841.964,6.851019529585515e-16
1773661841.966,6.851019529585515e-16
1773661841.968,7.850899572171854e-16
1773661841.97,8.850779614758193e-16
1773661841.972,6.851019529585515e-16
1773661841.974,9.850659657344532e-16
1773661841.976,9.850659657344532e-16
1773661841.978,8.850779614758193e-16
1773661841.98,1.2850298726312364e-15
1773661841.982,1.3850178768898703e-15
1773661841.984,1.4850058811485042e-15
1773661841.986,1.2850298726312364e-15
1773661841.988,1.584993885407138e-15
1773661841.99,1.584993885407138e-15
1773661841.992,1.4850058811485042e-15
1773661841.994,1.684981889665772e-15
1773661841.996,1.784969893924406e-15
1773661841.998,2.0849339067003075e-15
1773661842.0,1.784969893924406e-15
1773661842.002,1.784969893924406e-15
1773661842.004,1.784969893924406e-15
1773661842.006,1.784969893924406e-15
1773661842.008,1.784969893924406e-15
1773661842.01,1.584993885407138e-15
1773661842.012,1.684981889665772e-15
1773661842.014,1.684981889665772e-15
1773661842.016,1.784969893924406e-15
1773661842.018,1.584993885407138e-15
1773661842.02,1.784969893924406e-15
1773661842.022,1.8849578981830397e-15
1773661842.024,1.684981889665772e-15
1773661842.026,1.784969893924406e-15
1773661842.028,1.684981889665772e-15
1773661842.03,1.4850058811485042e-15
1773661842.032,1.584993885407138e-15
1773661842.034,1.3850178768898703e-15
1773661842.036,1.2850298726312364e-15
1773661842.038,1.3850178768898703e-15
1773661842.04,1.1850418683726025e-15
1773661842.042,9.850659657344532e-16
1773661842.044,7.850899572171854e-16
