Dia: 16.0 m | Vel: 20.0 km/s | theta: 45.0 deg | Strength: 1.0e+05 Pa
Power (W)    Altitude (m)
5.3263e+10   9.9958e+04
5.3453e+10   9.9915e+04
5.3644e+10   9.9873e+04
5.3836e+10   9.9830e+04
5.4028e+10   9.9788e+04
5.4221e+10   9.9745e+04
5.4415e+10   9.9703e+04
5.4610e+10   9.9661e+04
5.4805e+10   9.9618e+04
5.5002e+10   9.9576e+04
5.5198e+10   9.9533e+04
5.5396e+10   9.9491e+04
5.5595e+10   9.9448e+04
5.5794e+10   9.9406e+04
5.5994e+10   9.9364e+04
5.6194e+10   9.9321e+04
5.6396e+10   9.9279e+04
5.6598e+10   9.9236e+04
5.6801e+10   9.9194e+04
5.7005e+10   9.9152e+04
5.7210e+10   9.9109e+04
5.7415e+10   9.9067e+04
5.7622e+10   9.9024e+04
5.7829e+10   9.8982e+04
5.8037e+10   9.8939e+04
5.8245e+10   9.8897e+04
5.8455e+10   9.8855e+04
5.8665e+10   9.8812e+04
5.8876e+10   9.8770e+04
5.9088e+10   9.8727e+04
5.9301e+10   9.8685e+04
5.9514e+10   9.8642e+04
5.9729e+10   9.8600e+04
5.9944e+10   9.8558e+04
6.0160e+10   9.8515e+04
6.0377e+10   9.8473e+04
6.0595e+10   9.8430e+04
6.0813e+10   9.8388e+04
6.1033e+10   9.8346e+04
6.1253e+10   9.8303e+04
6.1474e+10   9.8261e+04
6.1696e+10   9.8218e+04
6.1919e+10   9.8176e+04
6.2143e+10   9.8133e+04
6.2367e+10   9.8091e+04
6.2593e+10   9.8049e+04
6.2819e+10   9.8006e+04
6.3047e+10   9.7964e+04
6.3275e+10   9.7921e+04
6.3504e+10   9.7879e+04
6.3734e+10   9.7837e+04
6.3965e+10   9.7794e+04
6.4196e+10   9.7752e+04
6.4429e+10   9.7709e+04
6.4663e+10   9.7667e+04
6.4897e+10   9.7625e+04
6.5132e+10   9.7582e+04
6.5369e+10   9.7540e+04
6.5606e+10   9.7497e+04
6.5844e+10   9.7455e+04
6.6083e+10   9.7412e+04
6.6323e+10   9.7370e+04
6.6564e+10   9.7328e+04
6.6806e+10   9.7285e+04
6.7049e+10   9.7243e+04
6.7293e+10   9.7200e+04
6.7538e+10   9.7158e+04
6.7783e+10   9.7116e+04
6.8030e+10   9.7073e+04
6.8278e+10   9.7031e+04
6.8526e+10   9.6988e+04
6.8776e+10   9.6946e+04
6.9027e+10   9.6904e+04
6.9278e+10   9.6861e+04
6.9531e+10   9.6819e+04
6.9784e+10   9.6776e+04
7.0039e+10   9.6734e+04
7.0294e+10   9.6692e+04
7.0551e+10   9.6649e+04
7.0809e+10   9.6607e+04
7.1067e+10   9.6564e+04
7.1327e+10   9.6522e+04
7.1587e+10   9.6479e+04
7.1849e+10   9.6437e+04
7.2112e+10   9.6395e+04
7.2376e+10   9.6352e+04
7.2640e+10   9.6310e+04
7.2906e+10   9.6267e+04
7.3173e+10   9.6225e+04
7.3441e+10   9.6183e+04
7.3710e+10   9.6140e+04
7.3980e+10   9.6098e+04
7.4251e+10   9.6055e+04
7.4523e+10   9.6013e+04
7.4797e+10   9.5971e+04
7.5071e+10   9.5928e+04
7.5346e+10   9.5886e+04
7.5623e+10   9.5843e+04
7.5901e+10   9.5801e+04
7.6179e+10   9.5759e+04
7.6459e+10   9.5716e+04
