Dia: 4.0 m | Vel: 20.0 km/s | theta: 45.0 deg | Strength: 1.0e+05 Pa
Power (W)    Altitude (m)
3.3286e+09   9.9958e+04
3.3405e+09   9.9915e+04
3.3524e+09   9.9873e+04
3.3643e+09   9.9830e+04
3.3764e+09   9.9788e+04
3.3884e+09   9.9745e+04
3.4005e+09   9.9703e+04
3.4127e+09   9.9661e+04
3.4249e+09   9.9618e+04
3.4371e+09   9.9576e+04
3.4494e+09   9.9533e+04
3.4617e+09   9.9491e+04
3.4741e+09   9.9448e+04
3.4866e+09   9.9406e+04
3.4991e+09   9.9364e+04
3.5116e+09   9.9321e+04
3.5242e+09   9.9279e+04
3.5368e+09   9.9236e+04
3.5495e+09   9.9194e+04
3.5622e+09   9.9152e+04
3.5750e+09   9.9109e+04
3.5878e+09   9.9067e+04
3.6007e+09   9.9024e+04
3.6136e+09   9.8982e+04
3.6266e+09   9.8939e+04
3.6396e+09   9.8897e+04
3.6527e+09   9.8855e+04
3.6658e+09   9.8812e+04
3.6790e+09   9.8770e+04
3.6922e+09   9.8727e+04
3.7055e+09   9.8685e+04
3.7188e+09   9.8642e+04
3.7322e+09   9.8600e+04
3.7456e+09   9.8558e+04
3.7591e+09   9.8515e+04
3.7726e+09   9.8473e+04
3.7862e+09   9.8430e+04
3.7999e+09   9.8388e+04
3.8136e+09   9.8346e+04
3.8273e+09   9.8303e+04
3.8411e+09   9.8261e+04
3.8550e+09   9.8218e+04
3.8689e+09   9.8176e+04
3.8829e+09   9.8133e+04
3.8969e+09   9.8091e+04
3.9109e+09   9.8049e+04
3.9251e+09   9.8006e+04
3.9393e+09   9.7964e+04
3.9535e+09   9.7921e+04
3.9678e+09   9.7879e+04
3.9821e+09   9.7837e+04
3.9965e+09   9.7794e+04
4.0110e+09   9.7752e+04
4.0255e+09   9.7709e+04
4.0401e+09   9.7667e+04
4.0547e+09   9.7625e+04
4.0694e+09   9.7582e+04
4.0842e+09   9.7540e+04
4.0990e+09   9.7497e+04
4.1138e+09   9.7455e+04
4.1287e+09   9.7412e+04
4.1437e+09   9.7370e+04
4.1588e+09   9.7328e+04
4.1739e+09   9.7285e+04
4.1890e+09   9.7243e+04
4.2042e+09   9.7200e+04
4.2195e+09   9.7158e+04
4.2348e+09   9.7116e+04
4.2502e+09   9.7073e+04
4.2657e+09   9.7031e+04
4.2812e+09   9.6988e+04
4.2968e+09   9.6946e+04
4.3124e+09   9.6904e+04
4.3281e+09   9.6861e+04
4.3439e+09   9.6819e+04
4.3597e+09   9.6776e+04
4.3756e+09   9.6734e+04
4.3915e+09   9.6692e+04
4.4075e+09   9.6649e+04
4.4236e+09   9.6607e+04
4.4397e+09   9.6564e+04
4.4559e+09   9.6522e+04
4.4722e+09   9.6479e+04
4.4885e+09   9.6437e+04
4.5049e+09   9.6395e+04
4.5213e+09   9.6352e+04
4.5379e+09   9.6310e+04
4.5544e+09   9.6267e+04
4.5711e+09   9.6225e+04
4.5878e+09   9.6183e+04
4.6046e+09   9.6140e+04
4.6214e+09   9.6098e+04
4.6383e+09   9.6055e+04
4.6553e+09   9.6013e+04
4.6724e+09   9.5971e+04
4.6895e+09   9.5928e+04
4.7067e+09   9.5886e+04
4.7239e+09   9.5843e+04
4.7412e+09   9.5801e+04
4.7586e+09   9.5759e+04
4.7761e+09   9.5716e+04
4.7936e+09   9.5674e+04
4.8112e+09   9.5631e+04
4.8288e+09   9.5589e+04
4.8466e+09   9.5547e+04
4.8644e+09   9.5504e+04
4.8822e+09   9.5462e+04
4.9002e+09   9.5419e+04
4.9182e+09   9.5377e+04
4.9363e+09   9.5335e+04
4.9544e+09   9.5292e+04
4.9727e+09   9.5250e+04
4.9910e+09   9.5207e+04
5.0094e+09   9.5165e+04
5.0278e+09   9.5123e+04
5.0463e+09   9.5080e+04
5.0649e+09   9.5038e+04
5.0836e+09   9.4995e+04
5.1023e+09   9.4953e+04
5.1211e+09   9.4911e+04
5.1400e+09   9.4868e+04
5.1590e+09   9.4826e+04
5.1780e+09   9.4784e+04
5.1972e+09   9.4741e+04
5.2163e+09   9.4699e+04
5.2356e+09   9.4656e+04
5.2550e+09   9.4614e+04
5.2744e+09   9.4572e+04
5.2939e+09   9.4529e+04
5.3135e+09   9.4487e+04
5.3331e+09   9.4444e+04
5.3529e+09   9.4402e+04
5.3727e+09   9.4360e+04
5.3926e+09   9.4317e+04
5.4125e+09   9.4275e+04
5.4326e+09   9.4232e+04
5.4527e+09   9.4190e+04
5.4729e+09   9.4148e+04
5.4932e+09   9.4105e+04
5.5136e+09   9.4063e+04
5.5340e+09   9.4020e+04
5.5546e+09   9.3978e+04
5.5752e+09   9.3936e+04
5.5959e+09   9.3893e+04
5.6167e+09   9.3851e+04
5.6376e+09   9.3808e+04
5.6585e+09   9.3766e+04
5.6795e+09   9.3724e+04
5.7007e+09   9.3681e+04
5.7219e+09   9.3639e+04
5.7432e+09   9.3597e+04
5.7645e+09   9.3554e+04
5.7860e+09   9.3512e+04
5.8075e+09   9.3469e+04
5.8292e+09   9.3427e+04
5.8509e+09   9.3385e+04
5.8727e+09   9.3342e+04
5.8946e+09   9.3300e+04
5.9166e+09   9.3257e+04
5.9386e+09   9.3215e+04
5.9608e+09   9.3173e+04
5.9830e+09   9.3130e+04
6.0054e+09   9.3088e+04
6.0278e+09   9.3046e+04
6.0503e+09   9.3003e+04
6.0729e+09   9.2961e+04
6.0956e+09   9.2918e+04
6.1184e+09   9.2876e+04
6.1413e+09   9.2834e+04
6.1643e+09   9.2791e+04
6.1873e+09   9.2749e+04
6.2105e+09   9.2706e+04
6.2338e+09   9.2664e+04
6.2571e+09   9.2622e+04
6.2805e+09   9.2579e+04
6.3041e+09   9.2537e+04
6.3277e+09   9.2495e+04
6.3514e+09   9.2452e+04
6.3753e+09   9.2410e+04
6.3992e+09   9.2367e+04
6.4232e+09   9.2325e+04
6.4473e+09   9.2283e+04
6.4715e+09   9.2240e+04
6.4958e+09   9.2198e+04
6.5202e+09   9.2156e+04
6.5447e+09   9.2113e+04
