Dia: 2.0 m | Vel: 20.0 km/s | theta: 45.0 deg | Strength: 1.0e+05 Pa
Power (W)    Altitude (m)
8.3180e+08   9.9958e+04
8.3476e+08   9.9915e+04
8.3773e+08   9.9873e+04
8.4072e+08   9.9830e+04
8.4372e+08   9.9788e+04
8.4673e+08   9.9745e+04
8.4975e+08   9.9703e+04
8.5278e+08   9.9661e+04
8.5582e+08   9.9618e+04
8.5888e+08   9.9576e+04
8.6195e+08   9.9533e+04
8.6502e+08   9.9491e+04
8.6812e+08   9.9448e+04
8.7122e+08   9.9406e+04
8.7433e+08   9.9364e+04
8.7746e+08   9.9321e+04
8.8060e+08   9.9279e+04
8.8375e+08   9.9236e+04
8.8691e+08   9.9194e+04
8.9009e+08   9.9152e+04
8.9327e+08   9.9109e+04
8.9647e+08   9.9067e+04
8.9969e+08   9.9024e+04
9.0291e+08   9.8982e+04
9.0615e+08   9.8939e+04
9.0940e+08   9.8897e+04
9.1266e+08   9.8855e+04
9.1593e+08   9.8812e+04
9.1922e+08   9.8770e+04
9.2252e+08   9.8727e+04
9.2583e+08   9.8685e+04
9.2916e+08   9.8642e+04
9.3250e+08   9.8600e+04
9.3585e+08   9.8558e+04
9.3921e+08   9.8515e+04
9.4259e+08   9.8473e+04
9.4598e+08   9.8430e+04
9.4938e+08   9.8388e+04
9.5280e+08   9.8346e+04
9.5623e+08   9.8303e+04
9.5967e+08   9.8261e+04
9.6313e+08   9.8218e+04
9.6660e+08   9.8176e+04
9.7008e+08   9.8133e+04
9.7358e+08   9.8091e+04
9.7709e+08   9.8049e+04
9.8061e+08   9.8006e+04
9.8415e+08   9.7964e+04
9.8770e+08   9.7921e+04
9.9127e+08   9.7879e+04
9.9485e+08   9.7837e+04
9.9844e+08   9.7794e+04
1.0020e+09   9.7752e+04
1.0057e+09   9.7709e+04
1.0093e+09   9.7667e+04
1.0130e+09   9.7625e+04
1.0166e+09   9.7582e+04
1.0203e+09   9.7540e+04
1.0240e+09   9.7497e+04
1.0277e+09   9.7455e+04
1.0314e+09   9.7412e+04
1.0351e+09   9.7370e+04
1.0389e+09   9.7328e+04
1.0427e+09   9.7285e+04
1.0464e+09   9.7243e+04
1.0502e+09   9.7200e+04
1.0540e+09   9.7158e+04
1.0579e+09   9.7116e+04
1.0617e+09   9.7073e+04
1.0656e+09   9.7031e+04
1.0694e+09   9.6988e+04
1.0733e+09   9.6946e+04
1.0772e+09   9.6904e+04
1.0811e+09   9.6861e+04
1.0851e+09   9.6819e+04
1.0890e+09   9.6776e+04
1.0930e+09   9.6734e+04
1.0969e+09   9.6692e+04
1.1009e+09   9.6649e+04
1.1049e+09   9.6607e+04
1.1090e+09   9.6564e+04
1.1130e+09   9.6522e+04
1.1170e+09   9.6479e+04
1.1211e+09   9.6437e+04
1.1252e+09   9.6395e+04
1.1293e+09   9.6352e+04
1.1334e+09   9.6310e+04
1.1376e+09   9.6267e+04
1.1417e+09   9.6225e+04
1.1459e+09   9.6183e+04
1.1501e+09   9.6140e+04
1.1543e+09   9.6098e+04
1.1585e+09   9.6055e+04
1.1627e+09   9.6013e+04
1.1670e+09   9.5971e+04
1.1712e+09   9.5928e+04
1.1755e+09   9.5886e+04
1.1798e+09   9.5843e+04
1.1841e+09   9.5801e+04
1.1885e+09   9.5759e+04
1.1928e+09   9.5716e+04
1.1972e+09   9.5674e+04
1.2016e+09   9.5631e+04
1.2060e+09   9.5589e+04
1.2104e+09   9.5547e+04
1.2148e+09   9.5504e+04
1.2193e+09   9.5462e+04
1.2237e+09   9.5419e+04
1.2282e+09   9.5377e+04
1.2327e+09   9.5335e+04
1.2373e+09   9.5292e+04
1.2418e+09   9.5250e+04
1.2464e+09   9.5207e+04
1.2509e+09   9.5165e+04
1.2555e+09   9.5123e+04
1.2602e+09   9.5080e+04
1.2648e+09   9.5038e+04
1.2694e+09   9.4995e+04
1.2741e+09   9.4953e+04
1.2788e+09   9.4911e+04
1.2835e+09   9.4868e+04
1.2882e+09   9.4826e+04
1.2930e+09   9.4784e+04
1.2977e+09   9.4741e+04
1.3025e+09   9.4699e+04
1.3073e+09   9.4656e+04
1.3122e+09   9.4614e+04
1.3170e+09   9.4572e+04
1.3219e+09   9.4529e+04
1.3267e+09   9.4487e+04
1.3316e+09   9.4444e+04
1.3365e+09   9.4402e+04
1.3415e+09   9.4360e+04
1.3464e+09   9.4317e+04
1.3514e+09   9.4275e+04
1.3564e+09   9.4232e+04
1.3614e+09   9.4190e+04
1.3665e+09   9.4148e+04
1.3715e+09   9.4105e+04
1.3766e+09   9.4063e+04
1.3817e+09   9.4020e+04
1.3868e+09   9.3978e+04
1.3919e+09   9.3936e+04
1.3971e+09   9.3893e+04
1.4023e+09   9.3851e+04
1.4075e+09   9.3809e+04
1.4127e+09   9.3766e+04
1.4179e+09   9.3724e+04
1.4232e+09   9.3681e+04
1.4285e+09   9.3639e+04
1.4338e+09   9.3597e+04
1.4391e+09   9.3554e+04
1.4444e+09   9.3512e+04
1.4498e+09   9.3469e+04
1.4552e+09   9.3427e+04
1.4606e+09   9.3385e+04
1.4660e+09   9.3342e+04
1.4715e+09   9.3300e+04
1.4770e+09   9.3257e+04
1.4825e+09   9.3215e+04
1.4880e+09   9.3173e+04
1.4935e+09   9.3130e+04
1.4991e+09   9.3088e+04
1.5047e+09   9.3046e+04
1.5103e+09   9.3003e+04
1.5159e+09   9.2961e+04
1.5216e+09   9.2918e+04
1.5272e+09   9.2876e+04
1.5329e+09   9.2834e+04
1.5386e+09   9.2791e+04
1.5444e+09   9.2749e+04
1.5502e+09   9.2706e+04
1.5559e+09   9.2664e+04
1.5618e+09   9.2622e+04
1.5676e+09   9.2579e+04
1.5735e+09   9.2537e+04
1.5793e+09   9.2495e+04
1.5852e+09   9.2452e+04
1.5912e+09   9.2410e+04
1.5971e+09   9.2367e+04
1.6031e+09   9.2325e+04
1.6091e+09   9.2283e+04
1.6151e+09   9.2240e+04
1.6212e+09   9.2198e+04
1.6273e+09   9.2156e+04
1.6334e+09   9.2113e+04
1.6395e+09   9.2071e+04
1.6456e+09   9.2028e+04
1.6518e+09   9.1986e+04
1.6580e+09   9.1944e+04
1.6642e+09   9.1901e+04
1.6705e+09   9.1859e+04
1.6768e+09   9.1817e+04
1.6831e+09   9.1774e+04
1.6894e+09   9.1732e+04
1.6957e+09   9.1689e+04
1.7021e+09   9.1647e+04
1.7085e+09   9.1605e+04
1.7149e+09   9.1562e+04
1.7214e+09   9.1520e+04
1.7279e+09   9.1478e+04
1.7344e+09   9.1435e+04
1.7409e+09   9.1393e+04
1.7475e+09   9.1350e+04
1.7541e+09   9.1308e+04
1.7607e+09   9.1266e+04
1.7673e+09   9.1223e+04
1.7740e+09   9.1181e+04
1.7807e+09   9.1139e+04
1.7874e+09   9.1096e+04
1.7941e+09   9.1054e+04
1.8009e+09   9.1011e+04
1.8077e+09   9.0969e+04
1.8145e+09   9.0927e+04
1.8214e+09   9.0884e+04
1.8283e+09   9.0842e+04
1.8352e+09   9.0800e+04
1.8421e+09   9.0757e+04
1.8491e+09   9.0715e+04
1.8561e+09   9.0672e+04
1.8631e+09   9.0630e+04
1.8702e+09   9.0588e+04
1.8773e+09   9.0545e+04
1.8844e+09   9.0503e+04
1.8915e+09   9.0461e+04
1.8987e+09   9.0418e+04
1.9059e+09   9.0376e+04
1.9131e+09   9.0334e+04
1.9204e+09   9.0291e+04
1.9277e+09   9.0249e+04
1.9350e+09   9.0206e+04
1.9423e+09   9.0164e+04
1.9497e+09   9.0122e+04
1.9571e+09   9.0079e+04
1.9645e+09   9.0037e+04
1.9720e+09   8.9995e+04
1.9795e+09   8.9952e+04
1.9870e+09   8.9910e+04
1.9946e+09   8.9867e+04
2.0022e+09   8.9825e+04
2.0098e+09   8.9783e+04
2.0175e+09   8.9740e+04
2.0252e+09   8.9698e+04
2.0329e+09   8.9656e+04
2.0406e+09   8.9613e+04
2.0484e+09   8.9571e+04
2.0562e+09   8.9529e+04
2.0640e+09   8.9486e+04
2.0719e+09   8.9444e+04
2.0798e+09   8.9402e+04
2.0878e+09   8.9359e+04
2.0957e+09   8.9317e+04
2.1037e+09   8.9274e+04
2.1118e+09   8.9232e+04
2.1199e+09   8.9190e+04
2.1280e+09   8.9147e+04
2.1361e+09   8.9105e+04
2.1443e+09   8.9063e+04
2.1525e+09   8.9020e+04
2.1607e+09   8.8978e+04
2.1690e+09   8.8936e+04
2.1773e+09   8.8893e+04
2.1856e+09   8.8851e+04
2.1940e+09   8.8808e+04
2.2024e+09   8.8766e+04
2.2108e+09   8.8724e+04
2.2193e+09   8.8681e+04
2.2278e+09   8.8639e+04
2.2364e+09   8.8597e+04
2.2450e+09   8.8554e+04
2.2536e+09   8.8512e+04
2.2622e+09   8.8470e+04
2.2709e+09   8.8427e+04
2.2797e+09   8.8385e+04
2.2884e+09   8.8343e+04
2.2972e+09   8.8300e+04
2.3060e+09   8.8258e+04
2.3149e+09   8.8215e+04
2.3238e+09   8.8173e+04
2.3328e+09   8.8131e+04
2.3417e+09   8.8088e+04
2.3508e+09   8.8046e+04
2.3598e+09   8.8004e+04
2.3689e+09   8.7961e+04
2.3780e+09   8.7919e+04
2.3872e+09   8.7877e+04
2.3964e+09   8.7834e+04
2.4057e+09   8.7792e+04
2.4149e+09   8.7750e+04
2.4243e+09   8.7707e+04
2.4336e+09   8.7665e+04
2.4430e+09   8.7623e+04
2.4525e+09   8.7580e+04
2.4619e+09   8.7538e+04
2.4714e+09   8.7496e+04
2.4810e+09   8.7453e+04
2.4906e+09   8.7411e+04
2.5002e+09   8.7368e+04
2.5099e+09   8.7326e+04
2.5196e+09   8.7284e+04
2.5294e+09   8.7241e+04
2.5392e+09   8.7199e+04
2.5490e+09   8.7157e+04
2.5589e+09   8.7114e+04
2.5688e+09   8.7072e+04
2.5787e+09   8.7030e+04
2.5887e+09   8.6987e+04
2.5988e+09   8.6945e+04
2.6089e+09   8.6903e+04
2.6190e+09   8.6860e+04
2.6292e+09   8.6818e+04
2.6394e+09   8.6776e+04
2.6496e+09   8.6733e+04
2.6599e+09   8.6691e+04
2.6703e+09   8.6649e+04
2.6806e+09   8.6606e+04
2.6911e+09   8.6564e+04
2.7015e+09   8.6522e+04
2.7120e+09   8.6479e+04
2.7226e+09   8.6437e+04
2.7332e+09   8.6395e+04
2.7438e+09   8.6352e+04
2.7545e+09   8.6310e+04
2.7653e+09   8.6267e+04
2.7760e+09   8.6225e+04
2.7869e+09   8.6183e+04
2.7977e+09   8.6140e+04
2.8086e+09   8.6098e+04
2.8196e+09   8.6056e+04
2.8306e+09   8.6013e+04
2.8417e+09   8.5971e+04
2.8528e+09   8.5929e+04
2.8639e+09   8.5886e+04
2.8751e+09   8.5844e+04
2.8863e+09   8.5802e+04
2.8976e+09   8.5759e+04
2.9089e+09   8.5717e+04
2.9203e+09   8.5675e+04
2.9317e+09   8.5632e+04
2.9432e+09   8.5590e+04
2.9547e+09   8.5548e+04
2.9663e+09   8.5505e+04
2.9779e+09   8.5463e+04
2.9896e+09   8.5421e+04
3.0013e+09   8.5378e+04
3.0131e+09   8.5336e+04
3.0249e+09   8.5294e+04
3.0368e+09   8.5251e+04
3.0487e+09   8.5209e+04
3.0606e+09   8.5167e+04
3.0727e+09   8.5124e+04
3.0847e+09   8.5082e+04
3.0968e+09   8.5040e+04
3.1090e+09   8.4997e+04
3.1212e+09   8.4955e+04
3.1335e+09   8.4913e+04
3.1458e+09   8.4870e+04
3.1582e+09   8.4828e+04
3.1706e+09   8.4786e+04
3.1831e+09   8.4743e+04
3.1956e+09   8.4701e+04
3.2082e+09   8.4659e+04
3.2209e+09   8.4616e+04
3.2336e+09   8.4574e+04
3.2463e+09   8.4532e+04
3.2591e+09   8.4489e+04
3.2719e+09   8.4447e+04
3.2849e+09   8.4405e+04
3.2978e+09   8.4362e+04
3.3108e+09   8.4320e+04
3.3239e+09   8.4278e+04
3.3370e+09   8.4235e+04
3.3502e+09   8.4193e+04
3.3634e+09   8.4151e+04
3.3767e+09   8.4108e+04
3.3901e+09   8.4066e+04
3.4035e+09   8.4024e+04
3.4170e+09   8.3981e+04
3.4305e+09   8.3939e+04
3.4440e+09   8.3897e+04
3.4577e+09   8.3854e+04
3.4714e+09   8.3812e+04
3.4851e+09   8.3770e+04
3.4989e+09   8.3727e+04
3.5128e+09   8.3685e+04
3.5267e+09   8.3643e+04
3.5407e+09   8.3600e+04
3.5548e+09   8.3558e+04
3.5689e+09   8.3516e+04
3.5830e+09   8.3473e+04
3.5972e+09   8.3431e+04
3.6115e+09   8.3389e+04
3.6259e+09   8.3347e+04
3.6403e+09   8.3304e+04
3.6547e+09   8.3262e+04
3.6693e+09   8.3220e+04
3.6839e+09   8.3177e+04
3.6985e+09   8.3135e+04
3.7132e+09   8.3093e+04
3.7280e+09   8.3050e+04
3.7429e+09   8.3008e+04
3.7578e+09   8.2966e+04
3.7727e+09   8.2923e+04
3.7878e+09   8.2881e+04
3.8028e+09   8.2839e+04
3.8180e+09   8.2796e+04
3.8332e+09   8.2754e+04
3.8485e+09   8.2712e+04
3.8639e+09   8.2669e+04
3.8793e+09   8.2627e+04
3.8948e+09   8.2585e+04
3.9103e+09   8.2542e+04
3.9259e+09   8.2500e+04
3.9416e+09   8.2458e+04
3.9574e+09   8.2415e+04
3.9732e+09   8.2373e+04
3.9891e+09   8.2331e+04
4.0050e+09   8.2289e+04
4.0211e+09   8.2246e+04
4.0372e+09   8.2204e+04
4.0533e+09   8.2162e+04
4.0695e+09   8.2119e+04
4.0858e+09   8.2077e+04
4.1022e+09   8.2035e+04
4.1187e+09   8.1992e+04
4.1352e+09   8.1950e+04
4.1517e+09   8.1908e+04
4.1684e+09   8.1865e+04
4.1851e+09   8.1823e+04
4.2019e+09   8.1781e+04
4.2188e+09   8.1738e+04
4.2357e+09   8.1696e+04
4.2527e+09   8.1654e+04
4.2698e+09   8.1611e+04
4.2870e+09   8.1569e+04
4.3042e+09   8.1527e+04
4.3215e+09   8.1485e+04
4.3389e+09   8.1442e+04
4.3563e+09   8.1400e+04
4.3739e+09   8.1358e+04
4.3915e+09   8.1315e+04
4.4091e+09   8.1273e+04
4.4269e+09   8.1231e+04
4.4447e+09   8.1188e+04
4.4626e+09   8.1146e+04
4.4806e+09   8.1104e+04
4.4987e+09   8.1061e+04
4.5168e+09   8.1019e+04
4.5350e+09   8.0977e+04
4.5533e+09   8.0934e+04
4.5717e+09   8.0892e+04
4.5902e+09   8.0850e+04
4.6087e+09   8.0808e+04
4.6273e+09   8.0765e+04
4.6460e+09   8.0723e+04
4.6648e+09   8.0681e+04
4.6836e+09   8.0638e+04
4.7026e+09   8.0596e+04
4.7216e+09   8.0554e+04
4.7407e+09   8.0511e+04
4.7599e+09   8.0469e+04
4.7792e+09   8.0427e+04
4.7985e+09   8.0385e+04
4.8179e+09   8.0342e+04
4.8375e+09   8.0300e+04
4.8571e+09   8.0258e+04
4.8768e+09   8.0215e+04
4.8965e+09   8.0173e+04
4.9164e+09   8.0131e+04
4.9363e+09   8.0088e+04
4.9564e+09   8.0046e+04
4.9765e+09   8.0004e+04
4.9967e+09   7.9961e+04
5.0170e+09   7.9919e+04
5.0373e+09   7.9877e+04
5.0578e+09   7.9835e+04
5.0784e+09   7.9792e+04
5.0990e+09   7.9750e+04
5.1197e+09   7.9708e+04
5.1406e+09   7.9665e+04
5.1615e+09   7.9623e+04
5.1825e+09   7.9581e+04
5.2036e+09   7.9538e+04
5.2248e+09   7.9496e+04
5.2461e+09   7.9454e+04
5.2674e+09   7.9412e+04
5.2889e+09   7.9369e+04
5.3105e+09   7.9327e+04
