Dia: 1.1 m | Vel: 33.5 km/s | theta: 22.5 deg | Strength: 1.0e+05 Pa
Power (W)    Altitude (m)
9.4399e+10   5.6757e+04
9.4569e+10   5.6719e+04
9.4739e+10   5.6682e+04
9.4907e+10   5.6644e+04
9.5074e+10   5.6606e+04
9.5240e+10   5.6569e+04
9.5406e+10   5.6531e+04
9.5570e+10   5.6494e+04
9.5732e+10   5.6456e+04
9.5894e+10   5.6419e+04
9.6055e+10   5.6381e+04
9.6214e+10   5.6343e+04
9.6372e+10   5.6306e+04
9.6529e+10   5.6268e+04
9.6685e+10   5.6231e+04
9.6840e+10   5.6193e+04
9.6993e+10   5.6156e+04
9.7145e+10   5.6118e+04
9.7295e+10   5.6080e+04
9.7444e+10   5.6043e+04
9.7592e+10   5.6005e+04
9.7739e+10   5.5968e+04
9.7884e+10   5.5930e+04
9.8028e+10   5.5893e+04
9.8170e+10   5.5855e+04
9.8311e+10   5.5817e+04
9.8450e+10   5.5780e+04
9.8588e+10   5.5742e+04
9.8725e+10   5.5705e+04
9.8859e+10   5.5667e+04
9.8993e+10   5.5630e+04
9.9124e+10   5.5592e+04
9.9254e+10   5.5555e+04
9.9383e+10   5.5517e+04
9.9510e+10   5.5480e+04
9.9635e+10   5.5442e+04
9.9758e+10   5.5404e+04
9.9880e+10   5.5367e+04
1.0000e+11   5.5329e+04
1.0012e+11   5.5292e+04
1.0023e+11   5.5254e+04
1.0035e+11   5.5217e+04
1.0046e+11   5.5179e+04
1.0057e+11   5.5142e+04
1.0068e+11   5.5104e+04
1.0079e+11   5.5067e+04
1.0089e+11   5.5029e+04
1.0100e+11   5.4992e+04
1.0110e+11   5.4954e+04
1.0120e+11   5.4917e+04
1.0130e+11   5.4879e+04
1.0139e+11   5.4842e+04
1.0148e+11   5.4804e+04
1.0158e+11   5.4767e+04
1.0166e+11   5.4729e+04
1.0175e+11   5.4692e+04
1.0184e+11   5.4654e+04
1.0192e+11   5.4617e+04
1.0200e+11   5.4579e+04
1.0208e+11   5.4542e+04
1.0215e+11   5.4504e+04
1.0223e+11   5.4467e+04
1.0230e+11   5.4429e+04
1.0236e+11   5.4392e+04
1.0243e+11   5.4354e+04
1.0250e+11   5.4317e+04
1.0256e+11   5.4279e+04
1.0262e+11   5.4242e+04
1.0267e+11   5.4204e+04
1.0273e+11   5.4167e+04
1.0278e+11   5.4129e+04
1.0283e+11   5.4092e+04
1.0287e+11   5.4054e+04
1.0292e+11   5.4017e+04
1.0296e+11   5.3979e+04
1.0300e+11   5.3942e+04
1.0303e+11   5.3905e+04
1.0306e+11   5.3867e+04
1.0309e+11   5.3830e+04
1.0312e+11   5.3792e+04
1.0315e+11   5.3755e+04
1.0317e+11   5.3717e+04
1.0319e+11   5.3680e+04
1.0320e+11   5.3642e+04
1.0321e+11   5.3605e+04
1.0322e+11   5.3567e+04
1.0323e+11   5.3530e+04
1.0323e+11   5.3493e+04
1.0324e+11   5.3455e+04
1.0323e+11   5.3418e+04
1.0323e+11   5.3380e+04
1.0322e+11   5.3343e+04
1.0321e+11   5.3305e+04
1.0319e+11   5.3268e+04
1.0317e+11   5.3231e+04
1.0315e+11   5.3193e+04
1.0313e+11   5.3156e+04
1.0310e+11   5.3118e+04
1.0307e+11   5.3081e+04
1.0303e+11   5.3043e+04
1.0299e+11   5.3006e+04
1.0295e+11   5.2969e+04
1.0290e+11   5.2931e+04
1.0286e+11   5.2894e+04
1.0280e+11   5.2856e+04
1.0275e+11   5.2819e+04
1.0269e+11   5.2782e+04
1.0262e+11   5.2744e+04
1.0256e+11   5.2707e+04
1.0249e+11   5.2669e+04
1.0241e+11   5.2632e+04
1.0233e+11   5.2595e+04
1.0225e+11   5.2557e+04
1.0216e+11   5.2520e+04
1.0207e+11   5.2482e+04
1.0198e+11   5.2445e+04
1.0188e+11   5.2408e+04
1.0178e+11   5.2370e+04
1.0167e+11   5.2333e+04
1.0156e+11   5.2295e+04
1.0145e+11   5.2258e+04
1.0133e+11   5.2221e+04
1.0121e+11   5.2183e+04
1.0108e+11   5.2146e+04
1.0095e+11   5.2109e+04
1.0082e+11   5.2071e+04
1.0068e+11   5.2034e+04
1.0054e+11   5.1996e+04
1.0039e+11   5.1959e+04
1.0024e+11   5.1922e+04
1.0008e+11   5.1884e+04
9.9920e+10   5.1847e+04
9.9754e+10   5.1810e+04
9.9584e+10   5.1772e+04
9.9410e+10   5.1735e+04
9.9231e+10   5.1698e+04
9.9048e+10   5.1660e+04
9.8860e+10   5.1623e+04
9.8667e+10   5.1586e+04
9.8470e+10   5.1548e+04
9.8268e+10   5.1511e+04
9.8061e+10   5.1474e+04
9.7850e+10   5.1436e+04
9.7633e+10   5.1399e+04
9.7412e+10   5.1362e+04
9.7186e+10   5.1324e+04
9.6956e+10   5.1287e+04
9.6720e+10   5.1250e+04
9.6479e+10   5.1212e+04
9.6234e+10   5.1175e+04
9.5983e+10   5.1138e+04
9.5727e+10   5.1100e+04
9.5467e+10   5.1063e+04
9.5201e+10   5.1026e+04
9.4930e+10   5.0988e+04
9.4654e+10   5.0951e+04
9.4373e+10   5.0914e+04
9.4087e+10   5.0876e+04
9.3796e+10   5.0839e+04
9.3499e+10   5.0802e+04
9.3197e+10   5.0765e+04
9.2890e+10   5.0727e+04
9.2577e+10   5.0690e+04
9.2260e+10   5.0653e+04
9.1936e+10   5.0615e+04
9.1608e+10   5.0578e+04
9.1274e+10   5.0541e+04
9.0935e+10   5.0504e+04
9.0590e+10   5.0466e+04
9.0240e+10   5.0429e+04
8.9884e+10   5.0392e+04
8.9523e+10   5.0355e+04
8.9157e+10   5.0317e+04
8.8785e+10   5.0280e+04
8.8407e+10   5.0243e+04
8.8024e+10   5.0205e+04
8.7635e+10   5.0168e+04
8.7241e+10   5.0131e+04
8.6841e+10   5.0094e+04
8.6435e+10   5.0056e+04
8.6024e+10   5.0019e+04
8.5607e+10   4.9982e+04
8.5184e+10   4.9945e+04
8.4756e+10   4.9908e+04
8.4323e+10   4.9870e+04
8.3883e+10   4.9833e+04
8.3438e+10   4.9796e+04
8.2987e+10   4.9759e+04
8.2531e+10   4.9721e+04
8.2068e+10   4.9684e+04
8.1600e+10   4.9647e+04
8.1127e+10   4.9610e+04
8.0648e+10   4.9572e+04
8.0162e+10   4.9535e+04
7.9672e+10   4.9498e+04
7.9175e+10   4.9461e+04
7.8673e+10   4.9424e+04
7.8165e+10   4.9386e+04
7.7652e+10   4.9349e+04
