Dia: 64.0 m | Vel: 20.0 km/s | theta: 45.0 deg | Strength: 1.0e+05 Pa
Power (W)    Altitude (m)
1.2235e+13   7.1421e+04
1.2289e+13   7.1379e+04
1.2343e+13   7.1336e+04
1.2397e+13   7.1294e+04
1.2452e+13   7.1252e+04
1.2507e+13   7.1210e+04
1.2562e+13   7.1167e+04
1.2618e+13   7.1125e+04
1.2674e+13   7.1083e+04
1.2730e+13   7.1041e+04
1.2786e+13   7.0998e+04
1.2842e+13   7.0956e+04
1.2899e+13   7.0914e+04
1.2956e+13   7.0872e+04
1.3014e+13   7.0829e+04
1.3071e+13   7.0787e+04
1.3129e+13   7.0745e+04
1.3188e+13   7.0703e+04
1.3246e+13   7.0660e+04
1.3305e+13   7.0618e+04
1.3364e+13   7.0576e+04
1.3423e+13   7.0534e+04
1.3483e+13   7.0491e+04
1.3543e+13   7.0449e+04
1.3603e+13   7.0407e+04
1.3663e+13   7.0365e+04
1.3724e+13   7.0322e+04
1.3785e+13   7.0280e+04
1.3846e+13   7.0238e+04
1.3908e+13   7.0196e+04
1.3970e+13   7.0153e+04
1.4032e+13   7.0111e+04
1.4095e+13   7.0069e+04
1.4158e+13   7.0027e+04
1.4221e+13   6.9984e+04
1.4284e+13   6.9942e+04
1.4348e+13   6.9900e+04
1.4412e+13   6.9858e+04
1.4476e+13   6.9815e+04
1.4541e+13   6.9773e+04
1.4606e+13   6.9731e+04
1.4671e+13   6.9689e+04
1.4737e+13   6.9646e+04
1.4803e+13   6.9604e+04
1.4869e+13   6.9562e+04
1.4936e+13   6.9520e+04
1.5003e+13   6.9478e+04
1.5070e+13   6.9435e+04
1.5137e+13   6.9393e+04
1.5205e+13   6.9351e+04
1.5273e+13   6.9309e+04
1.5342e+13   6.9266e+04
1.5411e+13   6.9224e+04
1.5480e+13   6.9182e+04
1.5549e+13   6.9140e+04
1.5619e+13   6.9097e+04
1.5689e+13   6.9055e+04
1.5760e+13   6.9013e+04
1.5831e+13   6.8971e+04
1.5902e+13   6.8928e+04
1.5974e+13   6.8886e+04
1.6045e+13   6.8844e+04
1.6118e+13   6.8802e+04
1.6190e+13   6.8759e+04
1.6263e+13   6.8717e+04
1.6337e+13   6.8675e+04
1.6410e+13   6.8633e+04
1.6484e+13   6.8591e+04
1.6559e+13   6.8548e+04
1.6633e+13   6.8506e+04
1.6709e+13   6.8464e+04
1.6784e+13   6.8422e+04
1.6860e+13   6.8379e+04
1.6936e+13   6.8337e+04
1.7013e+13   6.8295e+04
1.7090e+13   6.8253e+04
1.7167e+13   6.8210e+04
1.7245e+13   6.8168e+04
1.7323e+13   6.8126e+04
1.7401e+13   6.8084e+04
1.7480e+13   6.8042e+04
1.7559e+13   6.7999e+04
1.7639e+13   6.7957e+04
1.7719e+13   6.7915e+04
1.7800e+13   6.7873e+04
1.7880e+13   6.7830e+04
1.7962e+13   6.7788e+04
1.8043e+13   6.7746e+04
1.8125e+13   6.7704e+04
1.8208e+13   6.7661e+04
1.8290e+13   6.7619e+04
1.8374e+13   6.7577e+04
1.8457e+13   6.7535e+04
1.8541e+13   6.7493e+04
1.8626e+13   6.7450e+04
1.8711e+13   6.7408e+04
1.8796e+13   6.7366e+04
1.8882e+13   6.7324e+04
1.8968e+13   6.7281e+04
1.9054e+13   6.7239e+04
1.9141e+13   6.7197e+04
1.9229e+13   6.7155e+04
1.9316e+13   6.7112e+04
1.9405e+13   6.7070e+04
1.9493e+13   6.7028e+04
1.9582e+13   6.6986e+04
1.9672e+13   6.6944e+04
1.9762e+13   6.6901e+04
1.9853e+13   6.6859e+04
1.9943e+13   6.6817e+04
2.0035e+13   6.6775e+04
2.0127e+13   6.6732e+04
2.0219e+13   6.6690e+04
2.0312e+13   6.6648e+04
2.0405e+13   6.6606e+04
2.0498e+13   6.6564e+04
2.0592e+13   6.6521e+04
2.0687e+13   6.6479e+04
2.0782e+13   6.6437e+04
2.0878e+13   6.6395e+04
2.0974e+13   6.6352e+04
2.1070e+13   6.6310e+04
2.1167e+13   6.6268e+04
2.1264e+13   6.6226e+04
2.1362e+13   6.6184e+04
2.1461e+13   6.6141e+04
2.1559e+13   6.6099e+04
2.1659e+13   6.6057e+04
2.1759e+13   6.6015e+04
2.1859e+13   6.5972e+04
2.1960e+13   6.5930e+04
2.2061e+13   6.5888e+04
2.2163e+13   6.5846e+04
2.2265e+13   6.5804e+04
2.2368e+13   6.5761e+04
2.2472e+13   6.5719e+04
2.2576e+13   6.5677e+04
2.2680e+13   6.5635e+04
2.2785e+13   6.5593e+04
2.2890e+13   6.5550e+04
2.2996e+13   6.5508e+04
2.3103e+13   6.5466e+04
2.3210e+13   6.5424e+04
2.3318e+13   6.5381e+04
2.3426e+13   6.5339e+04
2.3534e+13   6.5297e+04
2.3644e+13   6.5255e+04
2.3753e+13   6.5213e+04
2.3864e+13   6.5170e+04
2.3974e+13   6.5128e+04
2.4086e+13   6.5086e+04
2.4198e+13   6.5044e+04
2.4310e+13   6.5002e+04
2.4423e+13   6.4959e+04
2.4537e+13   6.4917e+04
2.4651e+13   6.4875e+04
2.4766e+13   6.4833e+04
2.4882e+13   6.4790e+04
2.4997e+13   6.4748e+04
2.5114e+13   6.4706e+04
2.5231e+13   6.4664e+04
2.5349e+13   6.4622e+04
2.5467e+13   6.4579e+04
2.5586e+13   6.4537e+04
2.5706e+13   6.4495e+04
2.5826e+13   6.4453e+04
2.5946e+13   6.4411e+04
2.6068e+13   6.4368e+04
2.6190e+13   6.4326e+04
2.6312e+13   6.4284e+04
2.6435e+13   6.4242e+04
2.6559e+13   6.4200e+04
2.6684e+13   6.4157e+04
2.6809e+13   6.4115e+04
2.6934e+13   6.4073e+04
2.7061e+13   6.4031e+04
2.7187e+13   6.3989e+04
2.7315e+13   6.3946e+04
2.7443e+13   6.3904e+04
2.7572e+13   6.3862e+04
2.7702e+13   6.3820e+04
2.7832e+13   6.3777e+04
2.7963e+13   6.3735e+04
2.8094e+13   6.3693e+04
